순,검체명,동물명,Hg,As,Cd,Pb,Al,Ba,U,Bi,Ni,Ti,Cs,Sb,Ca,Mg,Na,K,Cu,Zn,P,Fe,Mn,Cr,Se,Co,Li,V,Mo,B,Ca_Mg,Ca_P,Na_K,Zn_Cu,Na_Mg,Ca_K,종,품종,나이,성별,몸무게,BCS,피부건강,관절건강,심장건강,눈건강,호흡기건강,구강건강,소화기건강,비뇨생식기건강,뇌신경건강,호르몬건강,보호자관찰내용1,보호자관찰내용2,보호자관찰내용3,보호자관찰내용4,보호자관찰내용5,보호자관찰내용6,보호자관찰내용7,보호자관찰내용8,보호자관찰내용9,보호자관찰내용10,수의사소견및진단명1,수의사소견및진단명2,수의사소견및진단명3,수의사소견및진단명4,수의사소견및진단명5,수의사소견및진단명6,수의사소견및진단명7,수의사소견및진단명8,수의사소견및진단명9,수의사소견및진단명10,질병명1,질병명2,질병명3,질병명4,질병명5,질병명6,질병명7,질병명8,질병명9,질병명10,카테고리1,카테고리2,카테고리3,카테고리4,카테고리5,카테고리6,카테고리7,카테고리8,카테고리9,카테고리10,혈액검사일,Purpose_of_visit,Record,Glucose,BUN,Creatinine,BUN/CREratio,ALP,ALT,T_protein,Albumin,Globulin,A/G ratio,T_bilirubin,GGT,T_cholesterol,Phosphorus,Calcium[Ca++],Amylase,Lipase(Dry),Lipase,AST/GOT,ALT/GPT,TG,RBC,HCT,HGB,MCV,MCH,MCHC,RDW-CV,#RETIC,%RETIC,RETHGB,WBC,%NEU,%LYM,%MON,EO(%),%BASO,%GRA,#NEU,#LYM,#MON,EO(#),#BASO,#GRA,PLT,MPV,PDW,THT,cPL,Na+,K+,Ca++,Cl-,pH,PCO2,PO2,HCO3-,BEecf(Ven),tCO2,ANION GAP,SO2,stO2,Hct(Ven),CRP,UPC,Urine protein,Urine Creatinine,pH(U),SDMA,Na/K,새카테고리1,새카테고리2,새카테고리3,새카테고리4,새카테고리5,새카테고리6,새카테고리7,새카테고리8,새카테고리9,새카테고리10
519,Y0930_41,킹콩,0.069,0.025,0.006,0.119,5.855,1.869,0.001,0.004,0.697,0.007,0.006,0.062,1928.19,320.396,4622.33,290.701,11.836,170.721,329.401,21.797,0.464,0.296,0.593,0.007,0.025,0.022,0.138,3.814,6.018146294,5.853625217,15.9006333,14.42387631,14.42692793,6.63289772,개,스탠다드 푸들,3,MC,3.3,3,4,5,5,5,5,5,5,5,5,5,기운없음,산책 시 잔디 섭식,,,,,,,,,이물 중독 반응,,,,,,,,,,이물중독,,,,,,,,,,기타,,,,,,,,,,2021-09-19,,,118,12.6,0.93,13.5,136,31,6.5,3.4,3.1,1.1,0.2,9,,4.2,12.4,1569,,41,42,,,6.82,45.8,13.7,67.2,20.1,29.9,15.1,,,,8.4,,17.4,9.7,2.7,,72.9,,1.5,0.8,0.2,,6.1,109,8.6,,,,140,3.7,,109,,,,,,,,,,,,,,,,,37.8,기타,,,,,,,,,
520,Y0930_42,금연이,0.066,0.061,0.004,0.115,17.524,0.379,0.003,0.011,0.094,0.001,0.007,0.033,508.49,70.764,1610.512,143.794,10.795,153.533,273.736,42.951,0.799,0.215,0.53,0.016,0.044,0.053,0.02,1.951,7.185715901,1.857592717,11.20013352,14.22260306,22.75891696,3.536239342,개,웰시코기,2,F,9.8,3,5,5,5,5,5,5,2,5,5,5,구토 3주째 반복증,,,,,,,,,,조영 검사 실시,위장 정체,소화관 정체,,,,,,,,조영검사,소화관정체,,,,,,,,,기타,기타,,,,,,,,,2021-09-19,,,108,15,1.03,14.6,79,71,6.7,3.6,3.1,1.2,0.3,1,,4.1,11.7,317,,31,30,,,7.13,54.4,17.1,76.3,24,31.5,13,,,,9.6,,15.7,4.3,5.6,,80,,1.5,0.4,0.5,,7.7,322,7.8,,,,148,4.2,,114,,,,,,,,,,,,,,,,,35.2,기타,,,,,,,,,
521,Y0930_43,찹쌀,0.092,0.089,0.004,0.019,6.438,0.113,0.001,0.006,0.069,0.001,0.005,0.05,391.161,53.908,2724.114,143.86,14.321,196.424,224.302,8.938,0.119,0.229,0.418,0.006,0.017,0.009,0.037,1.049,7.25608444,1.743903309,18.93586821,13.71580197,50.53264822,2.719039344,개,시츄,8,FS,5.9,4,3,3,5,5,4,3,2,4,5,5,구토,설사,,,,,,,,,복통,가스 다량,췌장염,,,,,,,,소화불량,복통,췌장염,,,,,,,,소화기질환,기타,기타,,,,,,,,2021-08-22,,,106,10.2,0.62,16.5,403,80,6.5,3.1,3.4,0.9,0.1,4,,3.1,11.9,841,,249,22,,,7.09,50.4,15.7,71,22.1,31.1,13.4,,,,10.2,,30.3,12.8,2.4,,56.9,,3.1,1.3,0.2,,5.8,346,7.6,,,,147,4.1,,119,,,,,,,,,,,,,,,,,35.9,췌장염,,,,,,,,,
522,Y0930_44,에피,0.027,0.043,0.005,0.103,8.376,0.664,0.016,0.003,0.317,0.002,0.008,0.105,2127.447,241.554,1276.724,607.565,17.36,167.849,981.336,34.099,5.562,0.278,0.63,0.086,0.601,0.06,0.173,2.159,8.807335006,2.167908851,2.101378453,9.668721198,5.28545998,3.501595714,개,보더콜리,3,MC,15,3,5,5,5,5,3,5,4,5,5,5,중성화 내원,어렸을 때 폐렴 이력,,,,,,,,,NRF,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-09-19,,,108,22.8,0.69,33,439,38,6,3.2,2.8,1.1,,,,,,,,,,,,6.46,45.2,13.6,70,21,30,15.3,,,,12.5,,23.8,11.6,3,,64.6,,3,1.4,0.4,,8.1,487,7.4,,,,,,,,,,,,,,,,,,,,,,,,,건강,,,,,,,,,
523,Y0930_45,구르미,0.192,0.053,0.013,0.226,19.083,1.677,0.004,0.007,0.344,0.002,0.008,0.095,1563.333,252.578,1641.673,501.932,13.889,223.779,204.088,34.757,0.877,0.253,6.67,0.022,0.059,0.065,0.057,4.078,6.189505816,7.660092705,3.270707984,16.1119591,6.499667429,3.114631066,개,시츄,9,MC,6,3,2,3,5,5,5,3,4,4,4,4,다리가 부어요,직장에 염증 의심,,,,,,,,,직장탈,지간염,pedal furunculosis,rectal hernia,,,,,,,지간염,포피염,직장탈장,,,,,,,,소화기질환,피부질환,비뇨기질환,,,,,,,,2021-09-20,,,99,14.5,0.59,24.6,2433,95,6.7,3.6,3.1,1.2,0.1,7,,3.3,12.8,481,,68,16,,,7.03,47.8,15.1,67.9,21.5,31.7,14.4,,,,6.3,,21.1,10.5,3.2,,68.4,,1.3,0.7,0.2,,4.3,350,7.8,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
524,Y0930_46,꼬미,0.058,0.042,0.016,0.304,38.605,1.642,0.006,0.014,0.985,0.002,0.012,0.094,717.163,81.872,2516.673,1412.745,15.706,163.021,205.604,49.325,1.206,0.517,1.35,0.023,0.064,0.068,0.04,1.964,8.759563709,3.488079026,1.781406411,10.37953648,30.73911716,0.507637967,개,포메라니언,6,MC,2.6,2,5,3,5,5,5,3,1,3,4,4,구토,설사,,,,,,,,,간수치 상승,췌장 수치 상승,간부전,췌장염,,,,,,,간부전,췌장염,간질환,,,,,,,,소화기질환,간질환,간질환,,,,,,,,2021-09-20,,,121,14.1,0.54,26.1,292,1000,6.2,3.7,2.5,1.5,14.9,10,,3.1,10.2,104,,19,205,,,8.41,60.1,29.7,71.5,35.3,49.4,13.7,,,,10.5,,22.3,13.7,3.1,,64,,2.4,1.4,0.3,,6.7,208,7.7,,,,134,3.6,,101,,,,,,,,,,,,,,,,,37.2,간질환,췌장염,,,,,,,,
525,Y0930_47,꼬미,0.154,0.031,0.007,0.225,7.71,2.533,0.003,0.009,0.251,0.002,0.008,0.055,2036.249,314.297,10905.909,498.65,17.955,214.799,269.12,23.923,0.423,0.295,0.717,0.008,0.058,0.027,0.047,2.418,6.478741445,7.566323573,21.87086935,11.96318574,34.69937352,4.083523513,개,시츄,3,FS,4.3,3,2,5,5,5,5,5,5,5,5,5,등부위 두드러기,,,,,,,,,,등부위 농포,세균감염,,,,,,,,,세균감염,발진,,,,,,,,,감염,피부질환,,,,,,,,,2021-09-03,,,93,23.1,,,,76,6.4,,,,,,,,,,,,,,,8.72,61.6,18.9,70.6,21.6,30.6,13.1,,,,7.1,,20.2,5.2,5.5,,74.6,,1.4,0.4,0.4,,5.3,291,6.8,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
526,Y0930_48,별,0.029,0.02,0.005,0.108,15.255,0.415,0.002,0.028,0.268,0.001,0.009,0.027,606.827,58.965,1608.994,1130.163,14.315,214.564,288.552,19.453,0.344,0.424,0.502,0.04,0.051,0.021,0.028,3.626,10.2913084,2.10300743,1.423683132,14.98875306,27.28727211,0.536937592,개,치와와,5,MC,3.6,4,5,3,5,5,3,3,5,5,1,1,경련증상모니터링중,,,,,,,,,,신경반사 양호,2년째 경련관리중,,,,,,,,,경련,,,,,,,,,,신경계질환,,,,,,,,,,2021-08-31,,,116,29.9,0.77,38.83,3500,29,7.1,3.6,3.5,1.03,0.3,6,273,4.3,10.6,530,,51,14,,316,6.21,44.5,13,71.6,21,29.3,14.1,,,,17.8,,28.4,4.8,12.3,,66.8,,5.1,0.9,2.2,,11.8,201,8.6,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
527,Y0930_49,콩지,0.072,0.046,0.007,0.317,16.286,1.524,0.006,0.009,0.527,0.001,0.006,0.18,1062.972,183.831,2587.442,604.623,18.999,168.582,380.168,19.676,0.436,0.4,0.798,0.022,0.056,0.031,0.042,7.563,5.782332686,2.796058585,4.279430323,8.873203853,14.07511247,1.75807404,개,치와와,14,FS,2.6,2,3,2,1,1,2,2,4,4,3,2,기침,숨소리거침,허리가굽음,,,,,,,,안구백탁,척추협착,기관지협착,MMVD,TC,Cataract,,,,,척추협착,기관협착증,안구백탁,심장판막증,백내장,,,,,,안과질환,호흡기질환,안과질환,심장질환,정형질환,,,,,,2021-09-21,,,129,20.3,0.55,36.9,110,225,6.5,3.7,2.8,1.3,0.1,10,211,3.2,11.6,385,,48,25,,101,7.4,53.3,16.6,72,22.4,31.1,13.8,,,,12.1,,14.6,8.4,3.1,,77,,1.8,1,0.4,,9.3,393,6.5,,,,,,,,,,,,,,,,,,,,,,,,,심장질환,,,,,,,,,
528,Y0930_50,대지,0.154,0.032,0.02,0.176,21.379,2.245,0.004,0.054,0.348,0.002,0.008,0.115,1149.591,192.721,3332.599,992.377,35.578,188.261,536.776,23.526,0.837,0.272,0.507,0.039,0.074,0.1,0.086,2.543,5.965053108,2.141658718,3.358198548,5.291500365,17.29235008,1.158421648,개,말티즈,14,FS,3.5,2,2,1,1,1,2,3,3,3,1,1,치매증상,식욕부진,뒷다리잘못씀,,,,,,,,알츠하이머,요독증,신부전,만성신부전,,,,,,,요독증,인지장애,신부전,,,,,,,,신장질환,신장질환,신경계질환,,,,,,,,2021-09-07,,,240,123,3.7,,161,228,6.8,3.6,3.2,,0.4,0,179,16.1,12,1219,,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,5,,107,,,,,,,,,,,,,,,,,,신장질환,,,,,,,,,
529,Y0930_51,하드,0.37,0.037,0.007,0.324,6.58,0.405,0.013,0.006,0.296,0.001,0.005,0.088,620.267,80.934,752.65,252.277,14.924,157.848,405.632,21.49,0.425,0.288,0.654,0.019,0.041,0.054,0.056,1.04,7.663861912,1.529137248,2.983426947,10.57678906,9.299552722,2.458674394,개,프렌치 불독,4,FS,11.5,4,4,2,5,5,5,5,2,4,4,4,알러지있다고 하심,변이 늘 무르게 나옴,,,,,,,,,등쪽두드러기,사타구니 발적,지알디아 감염,아토피,,,,,,,세균감염,아토피,발적,두드러기,,,,,,,감염,피부질환,피부질환,피부질환,,,,,,,2021-09-22,,,112,4.8,0.85,5.64,214,67,6.2,3.5,2.7,1.3,,,,,,,,,,,,8.5,65.5,19.2,77,22.6,29.4,14.6,,,,8.1,,16.4,5.3,2.6,,78.3,,1.3,0.4,0.2,,6.4,315,6.9,,,,,,,,,,,,,,,,,,,,,,,,,피부질환,,,,,,,,,
530,Y0930_52,장군이,0.14,0.11,0.004,0.217,17.724,0.607,0.003,0.005,0.406,0.003,0.008,0.084,702.928,108.645,3451.049,427.309,12.855,170.587,325.161,32.372,0.731,0.273,0.611,0.023,0.042,0.047,0.038,1.142,6.469952598,2.16178447,8.07623757,13.27008946,31.76445304,1.645010987,개,웰시코기,4,M,10.7,4,5,3,5,5,5,4,2,3,5,5,구토,설사,삼겹살 급여,식욕 없음,,,,,,,복통,장내가스다량,간수치상승,췌장염,간부전,,,,,,췌장염,소화불량,간질환,복통,간부전,,,,,,간질환,간질환,기타,소화기질환,기타,,,,,,2021-09-23,,,136,13.1,0.7,18.7,387,109,7.7,3.5,4.2,0.8,0.5,6,,3.7,10.8,1172,,233,37,,,7.23,55.1,17.3,76.3,24,31.4,12.9,,,,16,,11.3,7.1,3.3,,81.6,,1.8,1.1,0.5,,13.1,85,10.2,,,,138,3.3,,107,,,,,,,,,,,,,,,,,41.8,간질환,췌장염,,,,,,,,
531,Y0930_53,파이,0.025,0.039,0.006,0.362,18.406,1.542,0.006,0.022,0.515,0.007,0.008,0.078,658.471,65.318,1654.521,535.593,27.935,205.975,214.679,30.404,0.53,0.327,0.41,0.017,0.046,0.063,0.082,1.488,10.0810037,3.067235268,3.089138581,7.373366744,25.33024587,1.229424208,개,푸들,5,MC,4.7,2,5,3,5,5,5,3,2,5,5,5,구토,열감,,,,,,,,,고열,복통,gastroenteritis,,,,,,,,위염,복통,고열,,,,,,,,소화기질환,기타,기타,,,,,,,,2021-09-23,,,116,26.4,0.88,30,136,60,6.9,3.7,3.2,1.2,0.3,5,,2.4,12.1,624,,28,32,,,7.99,58.1,18.5,72.7,23.2,31.9,14,,,,6.5,,10.8,5,2,,84.2,,0.7,0.3,0.1,,5.5,347,7.7,,,,147,3.6,,117,,,,,,,,,,,,,,,,,40.8,기타,,,,,,,,,
532,Y0930_54,당근이,0.077,0.092,0.003,0.174,9.971,0.203,0.001,0.008,0.127,0.001,0.005,0.05,440.774,56.028,2344.479,631.53,17.588,206.787,223.242,16.905,0.21,0.356,0.502,0.013,0.041,0.017,0.033,1.75,7.86703077,1.974422376,3.712379459,11.75727769,41.84477404,0.697946258,개,시츄,9,MC,8.2,4,3,2,5,5,3,2,3,3,3,3,최근체중증가,기운없음,건강검진,,,,,,,,중등도 탈수,고단백혈증,hyper proteinemia,,,,,,,,고단백혈증,탈수,,,,,,,,,혈액,혈액,,,,,,,,,2021-09-23,,,127,17,0.9,18.9,301,56,8.8,3.6,5.2,0.7,0.1,4,,3.2,12.5,1020,,67,31,,,8.94,59.3,18,66.3,20.1,30.4,14.3,,,,5.6,,12.7,6,3.1,,81.3,,0.7,0.3,0.2,,4.6,243,7.2,,,,145,3.8,,110,,,,,,,,,,,,,,,,,38.2,기타,,,,,,,,,
533,Y0930_55,제리,0.017,0.029,0.001,0.081,4.333,0.369,0.001,0.004,0.196,0.001,0.004,0.032,463.624,53.662,416.982,42.697,15.752,170.122,265.842,16.53,0.235,0.22,0.627,0.008,0.033,0.017,0.033,0.829,8.639707801,1.743983268,9.766072558,10.80002539,7.77052663,10.85846781,개,스피츠,11,MC,10,4,4,4,3,5,5,3,4,3,4,5,등부위 혹 있음,,,,,,,,,,화농성염증,inflamation,mass susp,,,,,,,,종양,염증,,,,,,,,,종양,혈액,,,,,,,,,2021-09-23,,,127,12.3,0.75,16.4,232,36,6.9,3.4,3.5,1,,,,,,,,,,,,8.01,56,17,69.9,21.2,30.3,13.8,,,,11.9,,9.2,3.5,3.3,,87.3,,1.1,0.4,0.4,,10.4,344,7.9,,,,,,,,,,,,,,,,,,,,,,,,,종양,,,,,,,,,
534,Y0930_56,토리,0.223,0.035,0.003,0.088,13.754,1.062,0.003,0.458,0.31,0.001,0.008,0.048,500.167,76.461,2009.705,158.746,15.07,207.669,209.242,29.216,0.407,0.299,0.353,0.017,0.058,0.031,0.036,0.687,6.541465584,2.390375737,12.65987804,13.78029197,26.28405331,3.150737656,개,토이푸들,7,MC,2.6,2,3,4,5,4,4,2,4,4,4,4,치석많음,귀지 많음,,,,,,,,,외이염,치주염,,,,,,,,,외이염,치주질환,,,,,,,,,치아질환,귀질환,,,,,,,,,2021-09-24,,,100,24.6,1.19,20.7,120,64,7.2,3.6,3.6,1,,,,,,,,,,,,6.55,48.7,14.8,74.3,22.5,30.3,14,,,,9.3,,10.7,3.6,2.1,,85.7,,1,0.3,0.2,,8,420,8.5,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
535,Y0930_57,둥이,0.096,0.059,0.019,0.31,7.65,1.645,0.001,0.02,0.333,0.002,0.014,0.047,803.382,106.159,1948.588,1539.712,14.043,173.488,647.587,15.689,0.494,0.401,0.479,0.013,0.066,0.025,0.136,3.921,7.567723886,1.240577714,1.265553558,12.3540554,18.3553726,0.521774202,개,말티즈,3,FS,4,3,5,5,5,5,5,3,5,5,5,5,중성화 내원,,,,,,,,,,NRF,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-09-13,,,113,12.8,,,,75,6.6,,,,,,,,,,,,,,,6.92,50.8,15.5,73.4,22.4,30.5,13.9,,,,11.2,,24,4.5,5.1,,71.5,,2.7,0.5,0.6,,8,391,8.3,,,,,,,,,,,,,,,,,,,,,,,,,건강,,,,,,,,,
536,Y0930_58,보리,0.032,0.071,0.007,0.122,7.079,0.67,0.002,0.007,0.321,0.002,0.007,0.039,358.413,40.972,3345.019,1250.53,10.943,172.798,255.417,13.933,0.352,0.321,0.591,0.011,0.073,0.049,0.022,1.202,8.747754564,1.403246456,2.67488105,15.7907338,81.6415845,0.286608878,개,폼피츠,1,MC,7.6,4,5,5,5,5,5,5,3,4,5,5,이물섭식,,,,,,,,,,신장수치 증가,중독,,,,,,,,,신수치상승,이물중독,,,,,,,,,신장질환,기타,,,,,,,,,2021-09-24,,,96,16.5,0.8,20.6,456,47,7.1,3.7,3.4,1.1,0.1,7,,5.5,13,791,,23,32,,,7.47,53.5,16.8,71.6,22.5,31.4,13.5,,,,9.5,,11.1,4.6,3.1,,84.3,,1.1,0.4,0.3,,8,298,7.7,,,,145,4.2,,112,,,,,,,,,,,,,,,,,34.5,신장질환,,,,,,,,,
537,Y0930_59,먼디,0.127,0.051,0.016,0.384,40.16,3.225,0.015,0.037,1.446,0.002,0.015,0.113,621.059,82.621,2485.899,1094.005,41.369,193.581,188.217,52.613,1.121,0.476,0.39,0.1,0.091,0.134,0.08,4.402,7.516963,3.299696627,2.272292174,4.679373444,30.08798005,0.567693018,개,믹스,1,MC,5.6,3,5,5,5,5,5,5,5,5,5,5,미용목적 내원,중성화 내원,,,,,,,,,고알부민 혈증,고단백혈증,dehydration(탈수),,,,,,,,고단백혈증,고알부민혈증,탈수,,,,,,,,혈액,혈액,혈액,,,,,,,,2021-08-31,,,122,23.6,,,,57,9,3.7,5.3,0.7,,,,,,,,,,,,12.69,55.9,16.7,44,13.2,29.9,14.2,,,,13.9,,35.3,9.1,1.6,,55.6,,4.9,1.3,0.2,,7.7,291,9.7,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
538,Y0930_60,뭉뭉이,0.044,0.069,0.009,0.227,17.143,0.632,0.019,0.008,0.615,0.001,0.006,0.075,334.431,40.815,1153.073,411.648,15.932,233.569,218.712,27.62,0.576,0.578,0.731,0.022,0.052,0.045,0.05,1.193,8.193825799,1.529093054,2.801114059,14.66036907,28.25120666,0.812419834,개,말티즈,8,MC,5.6,4,5,5,5,5,2,3,3,3,5,5,이전 폐렴 있었음(현재 완치),미용 내원,,,,,,,,,NRF,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-09-12,,,97,10.6,0.46,23.04,276,40,6.6,3,3.6,0.83,0.1,3,,4,9.5,740,,25,32,,,5.42,38.9,11.1,71.8,20.5,28.6,13.3,,,,27.5,,7.8,2,3.9,,90.2,,2.1,0.5,1.1,,24.9,556,8.4,,,,,,,,,,,,,,,,,,,,,,,,,건강,,,,,,,,,
539,Y0930_61,다온,0.129,0.062,0.006,0.188,11.46,0.382,0.002,0.004,0.177,0.001,0.006,0.056,580.418,60.168,1204.544,432.953,14.411,179.652,245.861,13.264,0.224,0.233,0.427,0.019,0.036,0.026,0.028,0.93,9.64662279,2.360756688,2.782158802,12.46631046,20.01967823,1.340602791,개,카발리에 킹찰스 스파니엘,4,MC,11.2,4,5,5,3,5,5,5,5,5,5,2,건강검진 원하심,,,,,,,,,,부정맥,갑상선 기능이상,비장종대,부정맥,갑상선 기능 항진증,비장종양,,,,,부정맥,비장종양,비장종대,갑상선기능항진증,갑상선기능이상,,,,,,심장질환,소화기질환,호르몬질환,호르몬질환,종양,,,,,,2021-09-25,,,130,27.9,1.15,24.3,161,66,6.6,3.8,2.8,1.4,0.2,2,,5.5,12.7,866,,31,24,,,7.63,54.8,17.2,71.8,22.6,31.5,13.9,,,,13.3,,33.5,6.2,7.5,,60.3,,4.5,0.8,1,,8,217,9.4,,,,,,,,,,,,,,,,,,,,,,,,,종양,심장질환,,,,,,,,
540,Y0930_62,솜,0.16,0.067,0.003,0.447,4.611,0.175,0.001,0.006,0.533,0.002,0.005,0.135,397.504,31.681,1309.975,633.282,14.053,182.128,281.903,9.817,0.104,0.324,0.397,0.007,0.036,0.018,0.047,1.293,12.54707869,1.410073678,2.06854924,12.9600797,41.34891575,0.627688771,개,말티푸,0.9,F,4.5,3,5,3,5,5,5,5,5,5,5,5,간헐적 우측 파행,,,,,,,,,,우측 조면 경골 내측 변위,양측 후지 슬개골 탈구,,,,,,,,,전골변위,슬개골탈구,,,,,,,,,정형질환,정형질환,,,,,,,,,2021-09-25,,,129,23.6,0.87,27.1,341,57,5.9,3.4,2.5,1.4,,,,,,,,,,,,7.68,55.4,17.1,72.1,22.3,30.9,13.9,,,,8.2,,38.2,6.3,3.4,,55.5,,3.1,0.5,0.3,,4.6,308,7.6,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
541,Y0930_63,여름,0.041,0.029,0.011,0.315,32.934,1.862,0.003,0.008,0.711,0.002,0.012,0.075,733.202,108.586,2489.223,1388.638,17.927,175.661,530.641,32.521,0.692,0.477,0.573,0.018,0.103,0.042,0.055,5.012,6.75227009,1.38172889,1.792564369,9.79868355,22.92397731,0.528000818,개,치와와,6,F,2.3,3,3,3,5,5,3,2,2,3,4,4,피부병 약 오래먹음,,,,,,,,,,양측 외이 발적,말라세치아 피부염,아토피,,,,,,,,피부염,아토피,발적,,,,,,,,피부질환,피부질환,피부질환,,,,,,,,2021-09-25,,,115,8,0.67,11.9,237,81,6.5,3,3.5,0.9,0.2,2,,4.5,6.4,939,,51,33,,,7.74,55.3,17.3,71.4,22.3,31.3,13.8,,,,7.4,,24.9,4.8,4.3,,70.3,,1.8,0.4,0.3,,5.2,277,9.7,,,,144,3.7,,112,,,,,,,,,,,,,,,,,15.3,피부질환,,,,,,,,,
542,Y0930_64,장군,0.014,0.033,0.01,0.716,13.321,0.658,0.003,0.008,0.439,0.002,0.009,0.096,736.173,79.991,2920.159,1200.901,18.941,195.591,238.085,28.757,0.636,0.556,0.659,0.03,0.069,0.042,0.073,1.747,9.20319786,3.092059559,2.431640077,10.32632913,36.50609444,0.613017226,개,푸들,7,MC,10,4,5,4,5,5,5,3,3,5,2,5,건강검진 원하심,1년에 1회 발작,,,,,,,,,만성 탈수(epliepsy),고혈압(hypertension),,,,,,,,,고혈압,탈수,,,,,,,,,심장질환,혈액,,,,,,,,,2021-09-25,,,102,16.7,0.83,20.1,84,69,7,3.6,3.4,1.1,0.2,6,,2.3,11.7,628,,150,26,,,8.85,63.4,19.7,71.6,22.3,31.1,14.2,,,,10.8,,12.9,4.4,2.4,,82.7,,1.4,0.5,0.3,,8.9,201,9.7,,,,,,,,,,,,,,,,,,,,,,,,,심장질환,,,,,,,,,
543,Y0930_65,봉식,0.059,0.034,0.005,0.078,6.009,0.522,0.001,0.109,0.122,0.002,0.006,0.048,1154.912,150.411,481.341,86.983,13.682,185.367,221.858,14.273,0.247,0.194,0.337,0.017,0.052,0.018,0.039,3.122,7.678374587,5.205636037,5.533736477,13.54823856,3.20017153,13.27744502,개,슈나우저,5,MC,11,4,5,3,5,4,3,3,3,1,5,5,혈뇨,,,,,,,,,,방광결석,방광염,,,,,,,,,방광결석,방광염,,,,,,,,,비뇨기질환,비뇨기질환,,,,,,,,,2021-09-25,,,106,15.8,0.73,21.6,134,30,8.1,4.4,3.7,1.2,0.3,9,,4.4,12.6,1993,,47,24,,,7.36,51,14.1,69.4,19.1,27.6,15.1,,,,11.3,,23.7,4.7,6.9,,71.6,,2.7,0.5,0.8,,8.1,143,8.1,,,,145,4,,108,,,,,,,,,,,,,,,,,36.3,결석,,,,,,,,,
544,Y0930_66,철수,0.066,0.039,0.001,0.023,3.662,0.102,0.001,0.005,0.387,0.002,0.005,0.015,451.071,79.772,2266.876,412.262,11.998,175.728,333.774,10.291,0.207,0.216,0.331,0.003,0.029,0.013,0.023,1.416,5.654502833,1.351426414,5.498629512,14.64644107,28.41693827,1.094136738,개,페키니즈,7,MC,7.4,4,5,3,5,5,5,3,5,5,5,5,미용목적 내원,건강검진 원하심,,,,,,,,,특이소견없음,NRF,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-09-25,,,103,9.7,0.5,19.4,569,40,7.3,3.4,3.9,0.9,0.1,7,,3.6,11.9,1333,,83,26,,,7.26,46,12.9,63.4,17.8,28,15.5,,,,8.1,,23.4,5.4,2.8,,71.2,,1.9,0.4,0.2,,5.8,306,8.3,,,,144,4.6,,106,,,,,,,,,,,,,,,,,31.3,건강,,,,,,,,,
545,Y0930_67,뚜비,0.129,0.06,0,0.104,6.01,0.346,0.001,0.022,0.34,0.001,0.009,0.04,536.907,83.331,731.469,189.464,12.173,156.727,288.088,15.72,0.229,0.28,0.559,0.022,0.03,0.013,0.032,1.27,6.443064406,1.863690956,3.860728159,12.87496919,8.77787378,2.833820673,개,치와와,8,MC,4,4,4,3,5,4,3,2,2,3,4,4,구토,설사,,,,,,,,,빈혈,신장수치 상승,신부전,anemia(빈혈),,,,,,,신수치상승,빈혈,신부전,,,,,,,,혈액,신장질환,신장질환,,,,,,,,2021-09-25,,,91,32.8,2.41,13.6,689,80,6,2.9,3.1,0.9,0.3,7,,7.8,13,1537,,90,28,,,4.91,33.3,10.3,67.8,21,31,13.8,,,,14.6,,23.4,11.1,6.4,,65.5,,3.4,1.6,0.9,,9.6,975,7.3,,,,130,5.8,,96,,,,,,,,,,,,,,,,,22.4,신장질환,,,,,,,,,
546,Y0930_68,뽀미,0.097,0.056,0.001,0.051,3.221,0.252,0.001,0.008,0.111,0.013,0.013,0.036,1366.265,239.377,2842.126,263.09,12.238,168.941,410.578,12.878,0.296,0.209,0.74,0.008,0.026,0.011,0.046,2.628,5.707586777,3.327662466,10.80286594,13.80462494,11.87301203,5.193146832,개,치와와,8,F,3.2,3,4,3,5,5,4,3,4,4,4,4,미용목적 내원,,,,,,,,,,특이소견없음,NRF,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-08-25,,,82,27.8,0.77,36.1,76,81,6.2,3.5,2.7,1.3,0.1,5,,4.5,10.9,423,,40,29,,,6.38,47.7,13.7,74.8,21.5,28.7,14.3,,,,9.9,,12.1,5.2,5.3,,82.7,,1.2,0.5,0.5,,8.2,445,8.4,,,,,,,,,,,,,,,,,,,,,,,,,건강,,,,,,,,,
